OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;USTRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
134618;01211103152013762021;01;0;03;000;2021;11;10;4;3;5;2;0;0;0;1;0;0;0;0;613844.708000053651631;5975331.721999721601605;10.733278875000053;53.913879759000054
134619;01211007125013252021;01;0;59;053;2021;10;17;5;3;0;7;0;0;1;0;0;0;0;0;532432.341661049053073;6029291.229522328823805;9.499705091000067;54.410325294000074
134620;01210828145013482021;01;0;04;000;2021;08;18;7;3;6;6;0;1;0;1;1;0;0;0;564543.438753141090274;5992154.775442222133279;9.986405933000071;54.073549412000034
134621;01211129161013392021;01;0;53;116;2021;11;09;2;3;5;3;0;0;0;1;0;0;0;0;599148.490000029094517;5930164.047999741509557;10.495157985000048;53.511057188000052
134622;01210905171013582022;01;0;60;064;2021;09;10;1;3;0;2;0;0;1;1;0;0;0;0;561776.629000003449619;5968632.885999782010913;9.939361843000029;53.862503303000040
134623;01210912125013772021;01;0;54;019;2021;09;21;1;3;0;7;2;1;1;0;0;0;0;0;498291.087474284693599;6052126.939523767679930;8.973536853000041;54.616583918000060
134624;01211114145013502021;01;0;58;118;2021;11;13;1;3;0;7;0;0;1;0;0;0;0;0;540299.128647547215223;6012834.482468491420150;9.618682060000026;54.261868133000064
134625;01211019152013312021;01;0;55;035;2021;10;14;3;3;5;3;0;0;0;1;0;1;0;0;612268.373040619306266;5983111.744934715330601;10.712152355000057;53.984119289000034
134626;01210929134013972021;01;0;02;000;2021;09;17;4;3;5;3;0;1;1;1;0;0;0;0;573206.406571296975017;6018751.332162223756313;10.125247498000022;54.311385303000066
134627;01210925152013322021;01;0;55;021;2021;09;11;7;3;6;7;0;0;0;1;1;0;0;0;629094.825071894563735;6026581.489978186786175;10.987245341000062;54.370648881000079
134628;01211101152013262021;01;0;03;000;2021;11;14;2;3;5;3;0;0;1;1;0;0;0;0;611685.488937653601170;5971606.363787150010467;10.699062308000066;53.880880603000037
134629;01211001171013462021;01;0;60;044;2021;10;15;6;3;5;3;0;0;1;1;0;0;0;0;562817.303935025818646;5965201.371310872957110;9.954481896000061;53.831539742000075
134630;01210826161013012021;01;0;62;071;2021;08;22;5;3;0;7;2;1;1;0;0;0;0;0;579847.532515808939934;5940278.468422671779990;10.206763202000047;53.605236745000070
134631;01211124171013252021;01;0;60;063;2021;11;12;4;2;0;7;0;1;1;0;0;0;0;0;568542.410780562087893;5949263.639948766678572;10.037919371000044;53.687587028000053
134632;01211206152013682021;01;0;03;000;2021;12;07;2;3;2;6;1;1;1;1;0;0;0;0;610176.737790099345148;5973085.804374461993575;10.676652672000046;53.894494849000068
134633;01211026171013032021;01;0;56;005;2021;10;14;3;3;5;3;0;0;1;0;0;0;0;0;560119.674205482937396;5946841.435908190906048;9.909925773000055;53.666855203000068
134634;01210901171013812021;01;0;56;044;2021;09;09;4;2;5;3;0;0;1;0;0;0;0;0;555423.833740771748126;5940406.597498415037990;9.837715157000048;53.609540988000049
134635;01210908181013232021;01;0;51;044;2021;09;14;4;3;0;7;0;0;0;0;0;0;0;1;506499.582000001333654;6003454.089999800547957;9.099583236000058;54.179107167000041
134636;01211111161013622022;01;0;62;023;2021;11;16;5;3;5;3;0;1;1;1;0;0;0;0;584161.232477967627347;5945098.289839835837483;10.273243634000039;53.647873863000029
134637;01211014171013572021;01;0;60;012;2021;10;18;5;3;0;7;0;0;1;0;0;0;0;0;580574.257526188157499;5991724.331154488027096;10.231231380000054;54.067423680000047
134638;01210929134013232021;01;0;02;000;2021;09;13;4;3;5;3;0;0;0;1;0;0;0;0;573546.498827118426561;6020160.725216636434197;10.130821160000039;54.324000805000082
134639;01210922134013972021;01;0;02;000;2021;09;17;4;2;4;6;0;0;1;0;0;0;0;0;571409.621766099706292;6018838.056965291500092;10.097655741000040;54.312419004000049
134640;01210903171013092021;01;0;60;089;2021;09;16;6;3;9;7;0;0;0;0;0;1;0;0;579591.141950720921159;5988661.900052350014448;10.215408876000026;54.040058049000038
134641;01211201152013982021;01;0;03;000;2021;12;12;4;3;5;3;0;1;0;1;0;0;0;1;608800.939567307010293;5968542.087696224451065;10.654113571000039;53.853962983000031
134642;01211030125013622021;01;0;54;020;2021;10;13;7;3;6;3;0;1;0;1;1;0;0;0;499231.353937138803303;6051235.887866847217083;8.988099565000027;54.608578345000069
134643;01210925152013152021;01;0;55;012;2021;09;13;7;2;5;3;0;0;1;1;0;0;0;0;604701.691503278911114;5999555.022242989391088;10.602485341000033;54.133439241000076
134644;01211101134013092022;01;0;02;000;2021;11;14;2;3;5;3;0;0;1;0;0;0;0;1;575992.325381260365248;6030544.639006843790412;10.171070803000021;54.416947070000049
134645;01211002145013922021;01;0;58;077;2021;10;22;7;3;2;6;2;0;1;0;0;0;0;0;542825.957221931777894;5993830.046870626509190;9.654768454000020;54.090868799000077
134646;01210825152013702021;01;0;55;042;2021;08;11;4;3;0;7;0;0;1;0;0;0;0;0;617834.613238145597279;5984087.938444215804338;10.797373178000043;53.991649937000034
134647;01211126152013942021;01;0;03;000;2021;11;21;6;3;5;2;2;0;1;0;0;1;0;0;611041.203166856430471;5969440.853331029415131;10.688481555000067;53.861563514000068
134648;01211208134013042021;01;0;02;000;2021;12;03;4;3;0;7;2;0;0;0;0;0;0;1;573961.970000006258488;6019863.687999807298183;10.137134264000053;54.321271699000079
134649;01210902171013822021;01;0;56;050;2021;09;15;5;3;2;6;0;0;1;1;0;0;0;0;546518.970815249718726;5937984.902274653315544;9.702771586000040;53.588641539000037
134650;01210908171013402021;01;0;56;044;2021;09;19;4;3;5;2;0;0;1;1;0;0;0;0;555613.926755744963884;5940845.212531659752131;9.840666319000036;53.613462912000045
134651;01211112171013612021;01;0;56;015;2021;11;13;6;3;6;4;0;0;1;0;1;0;0;0;543951.870002608746290;5957757.932688545435667;9.666793651000035;53.766578995000032
134652;01211014134013572021;01;0;02;000;2021;10;12;5;2;5;5;0;1;1;1;0;0;0;0;573432.925165046937764;6019568.582530137151480;10.128929565000021;54.318696347000071
134653;01210929134013442021;01;0;57;057;2021;09;14;4;2;6;4;0;0;1;0;1;0;0;0;591989.298044593073428;6002133.250223103910685;10.408774749000031;54.159036806000074
134654;01210903152013952021;01;0;55;044;2021;09;15;6;3;9;7;0;0;0;1;0;0;0;0;614609.240468578413129;5990329.439021404832602;10.750554445000034;54.048447137000039
134655;01211201171013662021;01;0;56;039;2021;12;08;4;3;5;2;0;1;1;0;0;0;0;1;554104.343503702431917;5944367.935927055776119;9.818462345000057;53.645281688000068
134656;01211029134013532021;01;0;57;025;2021;10;13;6;2;1;5;0;0;0;1;0;0;0;0;579054.105854948982596;6026282.022134393453598;10.217107989000056;54.378179642000077
134657;01210916161013012021;01;0;53;006;2021;09;16;5;3;0;7;0;0;1;0;1;0;0;0;606180.661058059893548;5919077.953100465238094;10.597415005000073;53.410073126000043
134658;01210824171013322021;01;0;56;015;2021;08;07;3;3;5;3;0;0;1;1;0;0;0;0;544196.644370593130589;5954873.299438104033470;9.670094081000059;53.740632145000063
134659;01211122171013972021;01;0;60;063;2021;11;18;2;3;2;6;2;0;0;1;0;0;0;0;564996.124753009527922;5948987.893215462565422;9.984170074000076;53.685562108000056
134660;01211202145013472021;01;0;58;022;2021;12;13;5;3;4;1;0;1;0;1;0;0;0;0;567013.843542382121086;6003124.578854359686375;10.026587890000030;54.171811830000081
134661;01211022152013562021;01;0;03;000;2021;10;13;6;3;5;3;0;1;1;1;0;0;0;0;610474.607000047340989;5969176.780999733135104;10.679774986000041;53.859311895000076
134662;01211215171013312021;01;0;56;044;2021;12;14;4;3;5;2;0;0;1;1;0;0;0;0;555288.620307344011962;5938720.412960262969136;9.835372601000074;53.594400589000031
134663;01210907062076482022;01;0;62;076;2021;09;19;3;3;0;7;0;0;1;0;0;0;0;0;571534.849208365194499;5953852.300711963325739;10.084284116000049;53.728423000000078
134664;01211110125013602021;01;0;54;168;2021;11;14;4;2;5;3;0;0;1;1;0;0;0;0;456228.845999999903142;6085452.447999846190214;8.317190790000041;54.914157489000047
134665;01211010152013072021;01;0;55;001;2021;10;15;1;2;0;7;0;0;0;0;0;1;0;0;606251.476327742449939;5981798.377555562183261;10.619975147000048;53.973591496000040
134666;01210901152013032021;01;0;03;000;2021;09;07;4;3;5;3;0;0;1;1;0;0;0;0;610351.345501937903464;5971810.134362887591124;10.678849114000059;53.882996818000038
134667;01211026171013362021;01;0;60;063;2021;10;12;3;2;5;2;0;0;0;1;0;0;0;1;565865.721426345407963;5952898.197548214346170;9.998166609000066;53.720595115000037
134668;01210912171013792021;01;0;56;044;2021;09;11;1;3;0;7;0;0;1;0;0;0;0;0;554902.860077415592968;5939886.050832480192184;9.829749988000060;53.604917395000030
134669;01211120145013712021;01;0;58;092;2021;11;17;7;3;8;7;2;1;1;0;0;0;0;0;571278.778299546800554;6022289.055240113288164;10.096469525000032;54.343447192000042
134670;01211021125013342021;01;0;54;138;2021;10;06;5;3;6;6;2;1;1;0;1;0;0;0;496614.689000001177192;6019067.151999808847904;8.947955637000064;54.319460167000045
134671;01210926171013972021;01;0;56;049;2021;09;10;1;3;6;4;0;0;1;0;1;0;0;0;543892.336279655806720;5949129.969070687890053;9.664666361000059;53.689038284000048
134672;01211209125013822022;01;0;54;033;2021;12;20;5;2;4;6;2;0;0;1;0;0;0;1;504771.529509485699236;6025541.865447599440813;9.073459194000066;54.377639844000043
134673;01211106145013692021;01;0;58;172;2021;11;10;7;3;5;2;0;1;0;1;0;0;0;1;542548.805076097138226;6015252.192505173385143;9.653560922000054;54.283413750000079
134674;01211007161013472021;01;0;62;001;2021;10;15;5;3;6;4;0;0;0;0;1;0;0;1;581679.585990198887885;5947898.339895745739341;10.236445786000047;53.673429364000071
134675;01210828125013172021;01;0;54;056;2021;08;13;7;3;0;7;0;1;0;1;0;0;0;0;503073.387102281674743;6038805.385377116501331;9.047453346000054;54.496855595000056
134676;01211129152013932021;01;0;55;016;2021;11;17;2;2;5;3;2;1;0;1;0;0;0;0;629826.438279964961112;6003046.785901494324207;10.988297614000032;54.159072518000073
134677;01211212125013872021;01;0;01;000;2021;12;16;1;3;1;5;2;1;1;1;0;0;0;0;531020.355825833044946;6073465.230984879657626;9.482624255000076;54.807391324000037
134678;01210905152013302021;01;0;03;000;2021;09;13;1;3;5;3;0;0;1;1;0;0;0;0;612003.836155842989683;5971836.961359467357397;10.703987203000054;53.882883689000039
134679;01210912125013092021;01;0;59;186;2021;09;01;1;3;6;1;2;0;0;1;1;0;0;0;549004.220740919932723;6067896.396790759637952;9.761459641000044;54.755915097000070
134680;01211117125013962021;01;0;54;088;2021;11;13;4;3;6;4;0;0;0;1;1;0;0;0;488785.291899182833731;6071182.231197802349925;8.825603467000064;54.787708827000074
134681;01211017171013482021;01;0;56;018;2021;10;16;1;3;0;7;0;1;1;0;0;0;0;0;555318.018163528293371;5943451.762340281158686;9.836657081000055;53.636920673000077
134682;01210930125013502021;01;0;59;045;2021;09;07;5;3;8;6;1;1;0;1;0;0;0;0;564832.242195964790881;6057405.403242301195860;10.005034994000027;54.659855472000061
134683;01210923134013132021;01;0;02;000;2021;09;13;5;3;8;1;0;1;0;1;0;0;0;0;573315.520620389841497;6025178.624333396553993;10.128505169000050;54.369123139000067
134684;01211102125013512021;01;0;59;120;2021;11;15;3;2;5;3;0;0;0;1;0;1;0;0;525344.654196240939200;6073446.444806037470698;9.394320883000034;54.807541492000041
134685;01211001181013732021;01;0;61;046;2021;10;18;6;3;5;3;0;0;1;1;0;0;0;0;533435.758000002242625;5978040.226999783888459;9.509471273000031;53.949652859000082
134686;01210827152013112021;01;0;03;000;2021;08;13;6;3;2;2;0;0;0;1;0;1;0;0;610821.051288125105202;5969275.783170375972986;10.685075939000058;53.860127525000053
134687;01211124152013432021;01;0;03;000;2021;11;12;4;3;5;3;0;1;1;1;0;0;0;0;611274.728622193448246;5971004.496648294851184;10.692598008000061;53.875561586000060
134688;01211206161013182021;01;0;62;001;2021;12;08;2;3;2;6;1;2;0;1;0;0;0;0;581183.533944656141102;5948361.813013082370162;10.229059819000042;53.677671567000061
134689;01211026152013482021;01;0;03;000;2021;10;16;3;3;5;3;0;1;0;1;0;0;0;1;610353.871894825249910;5971850.154678022488952;10.678901941000049;53.883355832000063
134690;01210902125013402021;01;0;54;056;2021;09;16;5;3;5;3;0;0;1;1;0;0;0;0;503948.307512137107551;6038172.580508965998888;9.060953719000054;54.491162413000040
134691;01211216134013012021;01;0;02;000;2021;12;14;5;2;5;2;1;0;1;1;0;0;0;0;576939.655557414516807;6020434.719359867274761;10.183051579000050;54.325962618000062
134692;01210909171013772021;01;0;56;048;2021;09;08;5;3;1;5;0;0;1;1;0;0;0;0;546681.333492322824895;5950061.446106970310211;9.707037280000065;53.697168337000051
134693;01211113171013452021;01;0;56;039;2021;11;17;7;3;0;7;2;1;0;0;0;0;0;1;552620.714817025698721;5946548.155856171622872;9.796390431000077;53.665027875000078
134694;01211015125013682021;01;0;01;000;2021;10;11;6;3;0;7;0;1;0;0;0;1;0;0;529959.180118459276855;6070891.122962115332484;9.465848713000071;54.784323811000036
134695;01210921161013852021;01;0;62;004;2021;09;11;3;3;0;7;0;1;1;0;0;0;0;0;590543.872444942593575;5963345.643053174018860;10.375115756000071;53.810774325000068
134696;01210831125013112021;01;0;54;119;2021;08;16;3;3;9;1;0;0;0;1;0;0;0;0;510544.855999999679625;6024194.369999811053276;9.162293317000035;54.365442677000033
134697;01211201134013812021;01;0;02;000;2021;12;14;4;3;5;3;0;1;1;1;0;0;0;0;573839.291782112792134;6021149.909655392169952;10.135566909000033;54.332847008000044
134698;01211030171013972021;01;0;60;063;2021;10;13;7;3;5;3;0;0;0;1;0;1;0;0;564220.879000002518296;5947890.574999764561653;9.972206038000024;53.675796263000052
134699;01210917171013272021;01;0;56;039;2021;09;16;6;3;5;2;0;0;0;1;0;0;0;0;550829.030090874992311;5944523.182103106752038;9.768945556000062;53.647005417000059
134700;01210825145013952021;01;0;58;022;2021;08;15;4;3;5;2;0;1;1;1;0;0;0;0;567544.999829508364201;6003303.253256160765886;10.034763311000063;54.173347812000031
134701;01211123152013452021;01;0;55;004;2021;11;10;3;3;5;3;0;0;0;1;0;0;0;1;610121.878502917475998;5975019.147791568189859;10.676513714000066;53.911876074000077
134702;01211206134013712021;01;0;02;000;2021;12;15;2;3;1;5;0;0;1;1;0;0;0;0;575971.806478236801922;6016336.556567890569568;10.167130610000072;54.289283194000063
134703;01211023134013482021;01;0;02;000;2021;10;15;7;3;5;2;0;0;0;1;0;0;0;1;574706.536932917311788;6019088.516475759446621;10.148385124000072;54.314197875000048
134704;01210917145013092021;01;0;58;135;2021;09;11;6;3;6;6;0;0;1;0;1;0;0;0;543294.567685257643461;6017608.784422477707267;9.665356513000063;54.304529518000038
134705;01211213181013652021;01;0;51;044;2021;12;11;2;3;5;3;0;0;0;1;0;0;0;1;508151.565535738132894;6004963.564589660614729;9.124934909000046;54.192650162000064
134706;01210908125013992021;01;0;59;057;2021;09;22;4;3;8;7;2;0;0;1;0;0;0;0;532349.861999998800457;6043308.421999821439385;9.499968065000076;54.536301170000058
134707;01211109181013572021;01;0;51;127;2021;11;10;3;2;0;7;0;0;1;0;0;0;0;0;494792.015947437845170;6006802.645908080041409;8.920147947000032;54.209217438000053
134708;01211009134013592021;01;0;57;025;2021;10;19;7;3;0;7;2;0;1;0;0;0;0;0;578447.303576482459903;6027223.585630025714636;10.208016473000043;54.386733716000037
134709;01210828161013432021;01;0;62;062;2021;08;14;7;3;9;1;0;1;0;0;0;1;0;0;595453.167000022716820;5957621.244999760761857;10.447876800000074;53.758460726000067
134710;01211026181013962021;01;0;61;113;2021;10;19;3;3;1;5;2;1;1;1;0;0;0;0;525099.514152165502310;5974932.855159340426326;9.382197602000076;53.922195886000054
134711;01210914171013282021;01;0;56;018;2021;09;14;3;3;5;2;0;0;1;1;0;0;0;0;556802.371222641319036;5942880.280508944764733;9.859000090000052;53.631625516000042
134712;01211118181013762021;01;0;61;046;2021;11;07;5;3;2;6;0;1;0;1;0;0;0;0;533801.105463261716068;5977034.804186576977372;9.514926633000073;53.940592748000029
134713;01211021152013562021;01;0;03;000;2021;10;08;5;3;2;6;0;1;1;1;0;0;0;0;610733.706199754960835;5970088.298419043421745;10.684041669000067;53.867445991000068
134714;01210928134013382021;01;0;02;000;2021;09;14;3;3;6;4;0;0;0;1;1;0;0;0;577163.460000009275973;6016796.762999802827835;10.185552075000032;54.293239883000069
134715;01210918125013522021;01;0;54;012;2021;09;16;7;3;5;3;0;0;0;1;0;1;0;0;504880.142000001855195;6047687.654999820515513;9.075496951000048;54.576667313000030
134716;01210823145013232021;01;0;58;032;2021;08;15;2;3;0;7;0;0;1;0;0;0;0;0;566170.030943634919822;6054280.625967564061284;10.025063089000071;54.631603961000053
134717;01211123152013382021;01;0;55;016;2021;11;17;3;3;1;5;2;1;0;1;0;0;0;1;628336.022916136309505;6002181.996270015835762;10.965118639000025;54.151679233000038
134718;01211202152013542021;01;0;03;000;2021;12;15;5;3;5;3;0;0;1;1;0;0;0;0;610747.604604233056307;5970191.762393949553370;10.684290287000067;53.868372570000076
134719;01211022171013862021;01;0;60;092;2021;10;18;6;3;2;6;0;0;0;1;0;0;0;0;579309.650508221238852;5978161.977829484269023;10.208376109000028;53.945749918000047
134720;01210916152013512021;01;0;03;000;2021;09;18;5;3;1;5;1;0;0;1;0;0;0;0;611003.444353919476271;5969488.735962387174368;10.687924992000035;53.862001777000046
134721;01211214171013622021;01;0;56;044;2021;12;17;3;3;0;7;2;1;1;0;0;0;0;0;554656.439255529083312;5939355.149941317737103;9.825933149000036;53.600171641000031
134722;01210908152013072021;01;0;55;040;2021;09;08;4;3;2;6;0;0;0;1;0;0;0;0;608112.029978726990521;5973646.778706355020404;10.645444732000044;53.899969432000034
134723;01211109125013352021;01;0;54;076;2021;11;11;3;2;0;7;0;1;1;0;0;0;0;0;498552.329867662861943;6069037.414531925693154;8.977498363000052;54.768557122000061
134724;01211010152013332021;01;0;03;000;2021;10;18;1;3;6;4;0;0;1;0;1;0;0;0;622592.883776813745499;5980664.713696174323559;10.868534086000068;53.959791565000046
134725;01210928161013122021;01;0;62;060;2021;09;15;3;3;5;3;0;0;1;1;0;0;0;0;582101.892257574945688;5930405.976601006463170;10.238231647000021;53.516169481000077
134726;01210921152013132021;01;0;03;000;2021;09;16;3;3;5;3;0;0;0;1;0;0;0;0;612282.666000050492585;5967671.072999726980925;10.706702746000076;53.845396541000071
134727;01210831125013722021;01;0;01;000;2021;08;12;3;3;0;7;0;0;1;0;0;0;0;0;530265.536793563514948;6071819.588591637089849;9.470709117000069;54.792649024000070
134728;01211028134013002021;01;0;02;000;2021;10;07;5;3;5;3;1;0;1;1;0;0;0;0;572415.476614909246564;6018470.946792494505644;10.113024763000055;54.308978596000031
134729;01210913125013202021;01;0;54;088;2021;09;12;2;3;5;3;0;0;0;1;0;0;0;0;488780.458075144328177;6071173.766435910016298;8.825528625000061;54.787632649000045
134730;01211119145013032021;01;0;58;022;2021;11;14;6;3;5;3;0;0;1;1;0;0;0;0;567551.575255748815835;6003311.037041863426566;10.034865772000046;54.173416893000081
134731;01211022134013042021;01;0;02;000;2021;10;06;6;3;5;2;2;1;1;1;0;0;0;0;574491.276113331317902;6015207.906117262318730;10.144109671000024;54.279359412000076
134732;01210926152013012021;01;0;03;000;2021;09;23;1;3;2;6;2;0;0;1;0;0;0;0;610708.467357398010790;5970645.210980646312237;10.683859021000046;53.872454805000075
134733;01211211161013292021;01;0;62;006;2021;12;13;7;3;5;2;0;0;1;1;0;0;0;0;583618.093178043141961;5954213.815527351573110;10.267486948000055;53.729874790000054
134734;01211105171013102021;01;0;56;048;2021;11;13;6;3;5;3;0;0;1;0;0;0;0;1;546918.088057707063854;5949571.037107760086656;9.710548640000070;53.692739479000068
134735;01211007171013712022;01;0;60;005;2021;10;12;5;2;5;2;0;0;0;1;0;1;0;0;586134.510000014677644;5978880.787999777123332;10.312534816000039;53.951118079000082
134736;01210830134013452021;01;0;02;000;2021;08;15;2;3;6;4;0;0;0;1;1;0;0;0;576952.525799985975027;6020434.412201045081019;10.183249350000040;54.325957917000039
134737;01211127125013382021;01;0;54;056;2021;11;16;7;3;6;2;1;1;0;1;1;0;0;0;503049.960081508383155;6036812.114971177652478;9.047071050000056;54.478941852000048
134738;01211212134013052021;01;0;02;000;2021;12;03;1;3;1;5;2;1;0;1;0;0;0;1;571616.255150312557817;6018114.138053286820650;10.100657710000064;54.305885081000042
134739;01210905181013192021;01;0;51;011;2021;09;12;1;3;0;7;0;0;1;0;0;0;0;0;509723.297000000253320;5972372.588999779894948;9.147979646000067;53.899701026000059
134740;01210911125013242022;01;0;54;164;2021;09;12;7;3;5;3;0;1;1;1;0;0;0;0;471931.751000000163913;6060150.229999832808971;8.564589538000064;54.687909513000079
134741;01211117161013782021;01;0;53;116;2021;11;17;4;3;0;2;2;1;1;1;0;0;0;0;598192.765041145496070;5929489.300373857840896;10.480539625000063;53.505173482000032
134742;01211020134013032021;01;0;57;008;2021;10;14;4;3;5;3;0;0;1;1;0;0;0;0;568465.112907561473548;5992202.026474485173821;10.046340141000030;54.073467743000037
134743;01210929171013562021;01;0;56;015;2021;09;17;4;3;6;4;0;1;0;1;1;0;0;0;543006.626832463778555;5955526.002287393435836;9.652143581000075;53.746597967000071
134744;01210923134013542021;01;0;02;000;2021;09;09;5;3;1;5;0;0;1;1;0;0;0;0;574018.723043410107493;6019123.464103441685438;10.137823067000056;54.314612068000031
134745;01211102125013652021;01;0;59;075;2021;11;14;3;3;0;7;0;0;0;0;0;1;0;1;534793.257007725536823;6039758.005159981548786;9.537310004000062;54.504232533000049
134746;01211004145013142021;01;0;58;150;2021;10;18;2;3;5;3;0;0;1;0;0;0;0;1;569343.299100718460977;6036327.848934482783079;10.069981381000048;54.469862978000037
134747;01210826152013442021;01;0;55;004;2021;08;14;5;2;5;3;0;0;0;1;0;1;0;0;609887.256000046618283;5973976.308999735862017;10.672569026000076;53.902556781000044
134748;01211124161013862021;01;0;62;053;2021;11;11;4;3;5;3;0;1;1;1;0;0;0;0;576441.747533319517970;5933574.059515198692679;10.153660644000070;53.545493929000031
134749;01211206181013272021;01;0;61;046;2021;12;08;2;3;0;1;2;2;0;0;0;1;0;0;532783.185628725215793;5977066.256631176918745;9.499423661000037;53.940940901000033
134750;01211026145013282021;01;0;58;005;2021;10;17;3;3;5;3;1;1;1;0;0;0;0;1;572952.044076294638216;6028800.429209517315030;10.123800419000077;54.401719428000035
134751;01210908152013712021;01;0;03;000;2021;09;10;4;3;0;2;0;0;1;1;0;0;0;0;610527.378906557336450;5969954.473921971395612;10.680857114000048;53.866287655000065
134752;01211111171013622021;01;0;56;043;2021;11;16;5;3;8;1;2;1;0;0;0;1;0;0;558938.101250430569053;5943649.798166587948799;9.891439471000069;53.638305368000033
134753;01211013161013552021;01;0;53;083;2021;10;11;4;3;8;7;0;0;0;1;0;0;0;0;601224.148674243129790;5917343.365904873237014;10.522320704000037;53.395460713000034
134754;01210922161013562021;01;0;53;090;2021;09;07;4;3;0;7;0;0;1;0;0;0;0;0;612106.309429810382426;5941516.302207442000508;10.694545872000049;53.610450457000070
134755;01210831134013902021;01;0;57;057;2021;08;11;3;2;6;2;0;0;0;1;1;0;0;0;592851.655851214192808;6002240.121966477483511;10.422009821000074;54.159841846000063
134756;01211201134013012021;01;0;02;000;2021;12;20;4;3;5;3;2;1;1;1;0;0;0;0;571870.127430787310004;6018538.603672005236149;10.104660768000031;54.309663580000063
134757;01211029161013232021;01;0;62;060;2021;10;13;6;3;2;6;0;0;0;1;0;0;0;0;582003.981010315008461;5931833.620054764673114;10.237129148000065;53.529014340000060
134758;01210916145013202021;01;0;04;000;2021;09;07;5;3;5;3;0;0;1;0;0;0;0;0;565132.590648963116109;5995626.399860134348273;9.996155409000039;54.104672750000077
134759;01210915134013882021;01;0;02;000;2021;09;13;4;3;5;3;0;1;1;1;0;0;0;0;572116.385013046674430;6019745.255204182118177;10.108736506000071;54.320471547000068
134760;01211120171013012021;01;0;60;044;2021;11;20;7;3;1;5;2;1;0;1;0;0;0;0;562267.513401784934103;5966428.858582168817520;9.946378028000026;53.842637255000056
134761;01211203152013862021;01;0;55;032;2021;12;17;6;3;5;3;2;1;1;1;0;0;0;0;618918.570054762065411;5997078.883738311007619;10.818989578000071;54.108103465000056
134762;01211020181013112021;01;0;61;046;2021;10;17;4;3;6;6;1;1;1;0;1;0;0;0;533974.538000001572073;5976428.570999784395099;9.517501159000062;53.935132786000054
134763;01210918125013622021;01;0;54;168;2021;09;00;7;3;0;7;2;1;1;0;0;0;0;0;455557.160533824004233;6085152.810328962281346;8.306759939000074;54.911405663000039
134764;01211215152013072021;01;0;55;004;2021;12;14;4;2;0;7;0;0;1;0;0;0;0;0;610787.749526971951127;5974517.057353060692549;10.686464437000041;53.907223289000058
134765;01210907171013982021;01;0;60;063;2021;09;02;3;3;0;7;2;0;1;0;0;0;0;0;565872.578225783072412;5952850.280709225684404;9.998260305000031;53.720163622000030
134766;01211108181013282021;01;0;61;046;2021;11;18;2;3;5;2;2;1;0;1;0;0;0;0;532940.313889355398715;5976421.538052510470152;9.501747746000035;53.935136410000041
134767;01211009181013082021;01;0;51;013;2021;10;16;7;3;5;3;0;0;1;1;0;0;0;0;491637.339105230756104;5998891.537811268121004;8.871998301000076;54.138073535000046
134768;01210828171013102021;01;0;60;084;2021;08;16;7;3;4;6;0;1;1;1;0;0;0;0;574834.206103474833071;5967841.621826343238354;10.137680201000023;53.853674672000068
134769;01211026171013552021;01;0;56;044;2021;10;15;3;3;5;3;0;0;1;1;0;0;0;0;555632.454774671234190;5940893.712215431034565;9.840955020000024;53.613896837000027
134770;01210930125013962021;01;0;01;000;2021;09;20;5;3;0;7;2;1;1;0;0;0;0;0;528501.086550439707935;6070628.479902843013406;9.443151131000036;54.782048498000051
134771;01210905134013042021;01;0;57;001;2021;09;20;1;3;8;1;1;0;0;0;0;1;0;0;587317.623746836557984;6001604.707963639870286;10.337099160000037;54.155103307000047
134772;01210910161013932021;01;0;62;004;2021;09;07;6;3;6;2;1;1;0;1;1;0;0;0;590509.701363533735275;5962965.897928033024073;10.374485309000022;53.807368029000031
134773;01211115134013222021;01;0;02;000;2021;11;06;2;3;6;2;2;0;0;1;1;0;0;0;575558.444764972664416;6019429.160845184698701;10.161563865000062;54.317133421000051
134774;01211017171013682021;01;0;56;044;2021;10;07;1;3;0;7;1;0;0;0;0;1;0;0;555970.262132925912738;5939666.632285539060831;9.845840378000048;53.602832438000064
134775;01210928152013502021;01;0;03;000;2021;09;08;3;3;0;1;0;1;0;0;0;1;0;0;611836.785000049509108;5966559.236999724060297;10.699523968000051;53.835503768000081
134776;01210926171013452021;01;0;60;063;2021;09;13;1;3;6;4;0;0;0;1;1;0;0;0;566245.165974015370011;5951630.623972885310650;10.003644738000048;53.709155440000075
134777;01211103152013292021;01;0;03;000;2021;11;07;4;3;1;5;0;0;0;1;0;0;0;0;618555.842820699326694;5975535.248775770887733;10.805046032000064;53.914651738000032
134778;01211005134013072021;01;0;02;000;2021;10;15;3;3;5;3;0;1;0;1;0;0;0;0;574999.642529910430312;6018297.847856234759092;10.152691142000037;54.307050253000057
134779;01210826181013342021;01;0;51;011;2021;08;07;5;3;5;3;0;0;1;1;0;0;0;0;509022.082346334122121;5972290.288999540731311;9.137305413000036;53.898973988000080
